unit_id,plate_no,vehicle_group,capacity_ton,year,pool,fuel_km_per_liter,status
VH00396,B1396GP,CDE,2.0,2022,Malang,9.8,Maintenance
VH00397,B1397HP,CDE,2.0,2023,Cikarang,9.6,Maintenance
VH00398,B1398IP,CDE,2.0,2024,Semarang,9.4,Inactive
VH00399,B1399JP,CDE,2.0,2018,Malang,9.2,Inactive
VH00400,B1400KP,CDE,2.0,2019,Cikarang,10.0,Ready
VH00401,B1401LP,CDE,2.0,2020,Semarang,9.8,Ready
VH00402,B1402MP,CDE,2.0,2021,Malang,9.6,Ready
VH00403,B1403NP,CDE,2.0,2022,Cikarang,9.4,Ready
VH00404,B1404OP,CDE,2.0,2023,Semarang,9.2,Ready
VH00405,B1405PP,CDE,2.0,2024,Malang,10.0,Ready
VH00406,B1406QP,CDE,2.0,2018,Cikarang,9.8,Ready
VH00407,B1407RP,CDE,2.0,2019,Semarang,9.6,Ready
VH00408,B1408SP,CDE,2.0,2020,Malang,9.4,Ready
VH00409,B1409TP,CDE,2.0,2021,Cikarang,9.2,Ready
VH00410,B1410UP,CDE,2.0,2022,Semarang,10.0,Ready
VH00411,B1411VP,CDE,2.0,2023,Malang,9.8,Ready
VH00412,B1412WP,CDE,2.0,2024,Cikarang,9.6,Ready
VH00413,B1413XP,CDE,2.0,2018,Semarang,9.4,Ready
VH00414,B1414YP,CDE,2.0,2019,Malang,9.2,Ready
VH00415,B1415ZP,CDE,2.0,2020,Cikarang,10.0,Ready
VH00416,B1416AQ,CDE,2.0,2021,Semarang,9.8,Ready
VH00417,B1417BQ,CDE,2.0,2022,Malang,9.6,Ready
VH00418,B1418CQ,CDE,2.0,2023,Cikarang,9.4,Ready
VH00419,B1419DQ,CDE,2.0,2024,Semarang,9.2,Ready
VH00420,B1420EQ,CDE,2.0,2018,Malang,10.0,Ready
VH00421,B1421FQ,CDE,2.0,2019,Cikarang,9.8,Ready
VH00422,B1422GQ,CDE,2.0,2020,Semarang,9.6,Ready
VH00423,B1423HQ,CDE,2.0,2021,Malang,9.4,Ready
VH00424,B1424IQ,CDE,2.0,2022,Cikarang,9.2,Ready
VH00425,B1425JQ,CDE,2.0,2023,Semarang,10.0,Ready
VH00426,B1426KQ,CDE,2.0,2024,Malang,9.8,Ready
VH00427,B1427LQ,CDE,2.0,2018,Cikarang,9.6,Ready
VH00428,B1428MQ,CDE,2.0,2019,Semarang,9.4,Ready
VH00429,B1429NQ,CDE,2.0,2020,Malang,9.2,Ready
VH00430,B1430OQ,CDE,2.0,2021,Cikarang,10.0,Ready
VH00431,B1431PQ,CDE,2.0,2022,Semarang,9.8,Ready
VH00432,B1432QQ,CDE,2.0,2023,Malang,9.6,Ready
VH00433,B1433RQ,CDE,2.0,2024,Cikarang,9.4,Ready
VH00434,B1434SQ,CDE,2.0,2018,Semarang,9.2,Ready
VH00435,B1435TQ,CDE,2.0,2019,Malang,10.0,Ready
VH00436,B1436UQ,CDE,2.0,2020,Cikarang,9.8,Ready
VH00437,B1437VQ,CDE,2.0,2021,Semarang,9.6,Ready
VH00438,B1438WQ,CDE,2.0,2022,Malang,9.4,Ready
VH00439,B1439XQ,CDE,2.0,2023,Cikarang,9.2,Ready
VH00440,B1440YQ,CDE,2.0,2024,Semarang,10.0,Ready
VH00441,B1441ZQ,CDE,2.0,2018,Malang,9.8,Ready
VH00442,B1442AR,CDE,2.0,2019,Cikarang,9.6,Ready
VH00443,B1443BR,CDE,2.0,2020,Semarang,9.4,Ready
VH00444,B1444CR,CDE,2.0,2021,Malang,9.2,Ready
VH00445,B1445DR,CDE,2.0,2022,Cikarang,10.0,Ready
VH00446,B1446ER,CDE,2.0,2023,Semarang,9.8,Ready
VH00447,B1447FR,CDE,2.0,2024,Malang,9.6,Ready
VH00448,B1448GR,CDE,2.0,2018,Cikarang,9.4,Ready
VH00449,B1449HR,CDE,2.0,2019,Semarang,9.2,Ready
VH00450,B1450IR,CDE,2.0,2020,Malang,10.0,Ready
VH00451,B1451JR,CDE,2.0,2021,Cikarang,9.8,Ready
VH00452,B1452KR,CDE,2.0,2022,Semarang,9.6,Ready
VH00453,B1453LR,CDE,2.0,2023,Malang,9.4,Ready
VH00454,B1454MR,CDE,2.0,2024,Cikarang,9.2,Ready
VH00455,B1455NR,CDE,2.0,2018,Semarang,10.0,Ready
VH00456,B1456OR,CDE,2.0,2019,Malang,9.8,Ready
VH00457,B1457PR,CDE,2.0,2020,Cikarang,9.6,Ready
VH00458,B1458QR,CDE,2.0,2021,Semarang,9.4,Ready
VH00459,B1459RR,CDE,2.0,2022,Malang,9.2,Ready
VH00460,B1460SR,CDE,2.0,2023,Cikarang,10.0,Ready
VH00461,B1461TR,CDE,2.0,2024,Semarang,9.8,Ready
VH00462,B1462UR,CDE,2.0,2018,Malang,9.6,Ready
VH00463,B1463VR,CDE,2.0,2019,Cikarang,9.4,Ready
VH00464,B1464WR,CDE,2.0,2020,Semarang,9.2,Ready
VH00465,B1465XR,CDE,2.0,2021,Malang,10.0,Ready
VH00466,B1466YR,CDE,2.0,2022,Cikarang,9.8,Ready
VH00467,B1467ZR,CDE,2.0,2023,Semarang,9.6,Ready
VH00468,B1468AS,CDE,2.0,2024,Malang,9.4,Ready
VH00469,B1469BS,CDE,2.0,2018,Cikarang,9.2,Ready
VH00470,B1470CS,CDE,2.0,2019,Semarang,10.0,Ready
VH00471,B1471DS,CDE,2.0,2020,Malang,9.8,Ready
VH00472,B1472ES,CDE,2.0,2021,Cikarang,9.6,Ready
VH00473,B1473FS,CDE,2.0,2022,Semarang,9.4,Ready
VH00474,B1474GS,CDE,2.0,2023,Malang,9.2,Ready
VH00475,B1475HS,CDE,2.0,2024,Cikarang,10.0,Ready
VH00476,B1476IS,CDE,2.0,2018,Semarang,9.8,Ready
VH00477,B1477JS,CDE,2.0,2019,Malang,9.6,Ready
VH00478,B1478KS,CDE,2.0,2020,Cikarang,9.4,In Use
VH00479,B1479LS,CDE,2.0,2021,Semarang,9.2,In Use
VH00480,B1480MS,CDE,2.0,2022,Malang,10.0,In Use
VH00481,B1481NS,CDE,2.0,2023,Cikarang,9.8,In Use
VH00482,B1482OS,CDE,2.0,2024,Semarang,9.6,In Use
VH00483,B1483PS,CDE,2.0,2018,Malang,9.4,In Use
VH00484,B1484QS,CDE,2.0,2019,Cikarang,9.2,In Use
VH00485,B1485RS,CDE,2.0,2020,Semarang,10.0,In Use
VH00486,B1486SS,CDE,2.0,2021,Malang,9.8,In Use
VH00487,B1487TS,CDE,2.0,2022,Cikarang,9.6,In Use
VH00488,B1488US,CDE,2.0,2023,Semarang,9.4,In Use
VH00489,B1489VS,CDE,2.0,2024,Malang,9.2,In Use
VH00490,B1490WS,CDE,2.0,2018,Cikarang,10.0,In Use
VH00491,B1491XS,CDE,2.0,2019,Semarang,9.8,In Use
VH00492,B1492YS,CDE,2.0,2020,Malang,9.6,Maintenance
VH00493,B1493ZS,CDE,2.0,2021,Cikarang,9.4,Maintenance
VH00494,B1494AT,CDE,2.0,2022,Semarang,9.2,Maintenance
VH00495,B1495BT,CDE,2.0,2023,Malang,10.0,Maintenance
VH00496,B1496CT,CDE,2.0,2024,Cikarang,9.8,Maintenance
VH00497,B1497DT,CDE,2.0,2018,Semarang,9.6,Maintenance
VH00498,B1498ET,CDE,2.0,2019,Malang,9.4,Inactive
VH00499,B1499FT,CDE,2.0,2020,Cikarang,9.2,Inactive
VH00500,B1500GT,CDE,2.0,2021,Semarang,10.0,Ready
VH00501,B1501HT,CDE,2.0,2022,Malang,9.8,Ready
VH00502,B1502IT,CDE,2.0,2023,Cikarang,9.6,Ready
VH00503,B1503JT,CDE,2.0,2024,Semarang,9.4,Ready
VH00504,B1504KT,CDE,2.0,2018,Malang,9.2,Ready
VH00505,B1505LT,CDE,2.0,2019,Cikarang,10.0,Ready
VH00506,B1506MT,CDE,2.0,2020,Semarang,9.8,Ready
VH00507,B1507NT,CDE,2.0,2021,Malang,9.6,Ready
VH00508,B1508OT,CDE,2.0,2022,Cikarang,9.4,Ready
VH00509,B1509PT,CDE,2.0,2023,Semarang,9.2,Ready
VH00510,B1510QT,CDE,2.0,2024,Malang,10.0,Ready
VH00511,B1511RT,CDE,2.0,2018,Cikarang,9.8,Ready
VH00512,B1512ST,CDE,2.0,2019,Semarang,9.6,Ready
VH00513,B1513TT,CDE,2.0,2020,Malang,9.4,Ready
VH00514,B1514UT,CDE,2.0,2021,Cikarang,9.2,Ready
VH00515,B1515VT,CDE,2.0,2022,Semarang,10.0,Ready
VH00516,B1516WT,CDE,2.0,2023,Malang,9.8,Ready
VH00517,B1517XT,CDE,2.0,2024,Cikarang,9.6,Ready
VH00518,B1518YT,CDE,2.0,2018,Semarang,9.4,Ready
VH00519,B1519ZT,CDE,2.0,2019,Malang,9.2,Ready
VH00520,B1520AU,CDE,2.0,2020,Cikarang,10.0,Ready
VH00521,B1521BU,CDE,2.0,2021,Semarang,9.8,Ready
VH00522,B1522CU,CDE,2.0,2022,Malang,9.6,Ready
VH00523,B1523DU,CDE,2.0,2023,Cikarang,9.4,Ready
VH00524,B1524EU,CDE,2.0,2024,Semarang,9.2,Ready
VH00525,B1525FU,CDE,2.0,2018,Malang,10.0,Ready
VH00526,B1526GU,CDE,2.0,2019,Cikarang,9.8,Ready
VH00527,B1527HU,CDE,2.0,2020,Semarang,9.6,Ready
VH00528,B1528IU,CDE,2.0,2021,Malang,9.4,Ready
VH00529,B1529JU,CDE,2.0,2022,Cikarang,9.2,Ready
VH00530,B1530KU,CDE,2.0,2023,Semarang,10.0,Ready
VH00531,B1531LU,CDE,2.0,2024,Malang,9.8,Ready
VH00532,B1532MU,CDE,2.0,2018,Cikarang,9.6,Ready
VH00533,B1533NU,CDE,2.0,2019,Semarang,9.4,Ready
VH00534,B1534OU,CDE,2.0,2020,Malang,9.2,Ready
VH00535,B1535PU,CDE,2.0,2021,Cikarang,10.0,Ready
VH00536,B1536QU,CDE,2.0,2022,Semarang,9.8,Ready
VH00537,B1537RU,CDE,2.0,2023,Malang,9.6,Ready
VH00538,B1538SU,CDE,2.0,2024,Cikarang,9.4,Ready
VH00539,B1539TU,CDE,2.0,2018,Semarang,9.2,Ready
VH00540,B1540UU,CDE,2.0,2019,Malang,10.0,Ready
VH00541,B1541VU,CDE,2.0,2020,Cikarang,9.8,Ready
VH00542,B1542WU,CDE,2.0,2021,Semarang,9.6,Ready
VH00543,B1543XU,CDE,2.0,2022,Malang,9.4,Ready
VH00544,B1544YU,CDE,2.0,2023,Cikarang,9.2,Ready
VH00545,B1545ZU,CDE,2.0,2024,Semarang,10.0,Ready
VH00546,B1546AV,CDE,2.0,2018,Malang,9.8,Ready
VH00547,B1547BV,CDE,2.0,2019,Cikarang,9.6,Ready
VH00548,B1548CV,CDE,2.0,2020,Semarang,9.4,Ready
VH00549,B1549DV,CDE,2.0,2021,Malang,9.2,Ready
VH00550,B1550EV,CDE,2.0,2022,Cikarang,10.0,Ready
VH00551,B1551FV,CDE,2.0,2023,Semarang,9.8,Ready
VH00552,B1552GV,CDE,2.0,2024,Malang,9.6,Ready
VH00553,B1553HV,CDE,2.0,2018,Cikarang,9.4,Ready
VH00554,B1554IV,CDE,2.0,2019,Semarang,9.2,Ready
VH00555,B1555JV,CDE,2.0,2020,Malang,10.0,Ready
VH00556,B1556KV,CDE,2.0,2021,Cikarang,9.8,Ready
VH00557,B1557LV,CDE,2.0,2022,Semarang,9.6,Ready
VH00558,B1558MV,CDE,2.0,2023,Malang,9.4,Ready
VH00559,B1559NV,CDE,2.0,2024,Cikarang,9.2,Ready
VH00560,B1560OV,CDE,2.0,2018,Semarang,10.0,Ready
VH00561,B1561PV,CDE,2.0,2019,Malang,9.8,Ready
VH00562,B1562QV,CDE,2.0,2020,Cikarang,9.6,Ready
VH00563,B1563RV,CDE,2.0,2021,Semarang,9.4,Ready
VH00564,B1564SV,CDE,2.0,2022,Malang,9.2,Ready
VH00565,B1565TV,CDE,2.0,2023,Cikarang,10.0,Ready
VH00566,B1566UV,CDE,2.0,2024,Semarang,9.8,Ready
VH00567,B1567VV,CDE,2.0,2018,Malang,9.6,Ready
VH00568,B1568WV,CDE,2.0,2019,Cikarang,9.4,Ready
VH00569,B1569XV,CDE,2.0,2020,Semarang,9.2,Ready
VH00570,B1570YV,CDE,2.0,2021,Malang,10.0,Ready
VH00571,B1571ZV,CDE,2.0,2022,Cikarang,9.8,Ready
VH00572,B1572AW,CDE,2.0,2023,Semarang,9.6,Ready
VH00573,B1573BW,CDE,2.0,2024,Malang,9.4,Ready
VH00574,B1574CW,CDE,2.0,2018,Cikarang,9.2,Ready
VH00575,B1575DW,CDE,2.0,2019,Semarang,10.0,Ready
VH00576,B1576EW,CDE,2.0,2020,Malang,9.8,Ready
VH00577,B1577FW,CDE,2.0,2021,Cikarang,9.6,Ready
VH00578,B1578GW,CDE,2.0,2022,Semarang,9.4,In Use
VH00579,B1579HW,CDE,2.0,2023,Malang,9.2,In Use
VH00580,B1580IW,CDE,2.0,2024,Cikarang,10.0,In Use
VH00581,B1581JW,CDE,2.0,2018,Semarang,9.8,In Use
VH00582,B1582KW,CDE,2.0,2019,Malang,9.6,In Use
VH00583,B1583LW,CDE,2.0,2020,Cikarang,9.4,In Use
VH00584,B1584MW,CDE,2.0,2021,Semarang,9.2,In Use
VH00585,B1585NW,CDE,2.0,2022,Malang,10.0,In Use
VH00586,B1586OW,CDE,2.0,2023,Cikarang,9.8,In Use
VH00587,B1587PW,CDE,2.0,2024,Semarang,9.6,In Use
VH00588,B1588QW,CDE,2.0,2018,Malang,9.4,In Use
VH00589,B1589RW,CDE,2.0,2019,Cikarang,9.2,In Use
VH00590,B1590SW,CDE,2.0,2020,Semarang,10.0,In Use
VH00591,B1591TW,CDE,2.0,2021,Malang,9.8,In Use
VH00592,B1592UW,CDE,2.0,2022,Cikarang,9.6,Maintenance
VH00593,B1593VW,CDE,2.0,2023,Semarang,9.4,Maintenance
VH00594,B1594WW,CDE,2.0,2024,Malang,9.2,Maintenance
VH00595,B1595XW,CDE,2.0,2018,Cikarang,10.0,Maintenance
VH00596,B1596YW,CDE,2.0,2019,Semarang,9.8,Maintenance
VH00597,B1597ZW,CDE,2.0,2020,Malang,9.6,Maintenance
VH00598,B1598AX,CDE,2.0,2021,Cikarang,9.4,Inactive
VH00599,B1599BX,CDE,2.0,2022,Semarang,9.2,Inactive
VH00600,B1600CX,CDE,2.0,2023,Malang,10.0,Ready
VH00601,B1601DX,CDE,2.0,2024,Cikarang,9.8,Ready
VH00602,B1602EX,CDE,2.0,2018,Semarang,9.6,Ready
VH00603,B1603FX,CDE,2.0,2019,Malang,9.4,Ready
VH00604,B1604GX,CDE,2.0,2020,Cikarang,9.2,Ready
VH00605,B1605HX,CDE,2.0,2021,Semarang,10.0,Ready
VH00606,B1606IX,CDE,2.0,2022,Malang,9.8,Ready
VH00607,B1607JX,CDE,2.0,2023,Cikarang,9.6,Ready
VH00608,B1608KX,CDE,2.0,2024,Semarang,9.4,Ready
VH00609,B1609LX,CDE,2.0,2018,Malang,9.2,Ready
VH00610,B1610MX,CDE,2.0,2019,Cikarang,10.0,Ready
VH00611,B1611NX,CDE,2.0,2020,Semarang,9.8,Ready
VH00612,B1612OX,CDE,2.0,2021,Malang,9.6,Ready
VH00613,B1613PX,CDE,2.0,2022,Cikarang,9.4,Ready
VH00614,B1614QX,CDE,2.0,2023,Semarang,9.2,Ready
VH00615,B1615RX,CDE,2.0,2024,Malang,10.0,Ready
VH00616,B1616SX,CDE,2.0,2018,Cikarang,9.8,Ready
VH00617,B1617TX,CDE,2.0,2019,Semarang,9.6,Ready
VH00618,B1618UX,CDE,2.0,2020,Malang,9.4,Ready
VH00619,B1619VX,CDE,2.0,2021,Cikarang,9.2,Ready
VH00620,B1620WX,CDE,2.0,2022,Semarang,10.0,Ready
VH00621,B1621XX,CDE,2.0,2023,Malang,9.8,Ready
VH00622,B1622YX,CDE,2.0,2024,Cikarang,9.6,Ready
VH00623,B1623ZX,CDE,2.0,2018,Semarang,9.4,Ready
VH00624,B1624AY,CDE,2.0,2019,Malang,9.2,Ready
VH00625,B1625BY,CDE,2.0,2020,Cikarang,10.0,Ready
VH00626,B1626CY,CDE,2.0,2021,Semarang,9.8,Ready
VH00627,B1627DY,CDE,2.0,2022,Malang,9.6,Ready
VH00628,B1628EY,CDE,2.0,2023,Cikarang,9.4,Ready
VH00629,B1629FY,CDE,2.0,2024,Semarang,9.2,Ready
VH00630,B1630GY,CDE,2.0,2018,Malang,10.0,Ready
VH00631,B1631HY,CDE,2.0,2019,Cikarang,9.8,Ready
VH00632,B1632IY,CDE,2.0,2020,Semarang,9.6,Ready
VH00633,B1633JY,CDE,2.0,2021,Malang,9.4,Ready
VH00634,B1634KY,CDE,2.0,2022,Cikarang,9.2,Ready
VH00635,B1635LY,CDE,2.0,2023,Semarang,10.0,Ready
VH00636,B1636MY,CDE,2.0,2024,Malang,9.8,Ready
VH00637,B1637NY,CDE,2.0,2018,Cikarang,9.6,Ready
VH00638,B1638OY,CDE,2.0,2019,Semarang,9.4,Ready
VH00639,B1639PY,CDE,2.0,2020,Malang,9.2,Ready
VH00640,B1640QY,CDE,2.0,2021,Cikarang,10.0,Ready
VH00641,B1641RY,CDE,2.0,2022,Semarang,9.8,Ready
VH00642,B1642SY,CDE,2.0,2023,Malang,9.6,Ready
VH00643,B1643TY,CDE,2.0,2024,Cikarang,9.4,Ready
VH00644,B1644UY,CDE,2.0,2018,Semarang,9.2,Ready
VH00645,B1645VY,CDE,2.0,2019,Malang,10.0,Ready
VH00646,B1646WY,CDE,2.0,2020,Cikarang,9.8,Ready
VH00647,B1647XY,CDE,2.0,2021,Semarang,9.6,Ready
VH00648,B1648YY,CDE,2.0,2022,Malang,9.4,Ready
VH00649,B1649ZY,CDE,2.0,2023,Cikarang,9.2,Ready
VH00650,B1650AZ,CDE,2.0,2024,Semarang,10.0,Ready
VH00651,B1651BZ,CDD,5.0,2018,Semarang,7.8,Ready
VH00652,B1652CZ,CDD,5.0,2019,Malang,7.6,Ready
VH00653,B1653DZ,CDD,5.0,2020,Cikarang,7.4,Ready
VH00654,B1654EZ,CDD,5.0,2021,Semarang,7.2,Ready
VH00655,B1655FZ,CDD,5.0,2022,Malang,8.0,Ready
VH00656,B1656GZ,CDD,5.0,2023,Cikarang,7.8,Ready
VH00657,B1657HZ,CDD,5.0,2024,Semarang,7.6,Ready
VH00658,B1658IZ,CDD,5.0,2018,Malang,7.4,Ready
VH00659,B1659JZ,CDD,5.0,2019,Cikarang,7.2,Ready
VH00660,B1660KZ,CDD,5.0,2020,Semarang,8.0,Ready
VH00661,B1661LZ,CDD,5.0,2021,Malang,7.8,Ready
VH00662,B1662MZ,CDD,5.0,2022,Cikarang,7.6,Ready
VH00663,B1663NZ,CDD,5.0,2023,Semarang,7.4,Ready
VH00664,B1664OZ,CDD,5.0,2024,Malang,7.2,Ready
VH00665,B1665PZ,CDD,5.0,2018,Cikarang,8.0,Ready
VH00666,B1666QZ,CDD,5.0,2019,Semarang,7.8,Ready
VH00667,B1667RZ,CDD,5.0,2020,Malang,7.6,Ready
VH00668,B1668SZ,CDD,5.0,2021,Cikarang,7.4,Ready
VH00669,B1669TZ,CDD,5.0,2022,Semarang,7.2,Ready
VH00670,B1670UZ,CDD,5.0,2023,Malang,8.0,Ready
VH00671,B1671VZ,CDD,5.0,2024,Cikarang,7.8,Ready
VH00672,B1672WZ,CDD,5.0,2018,Semarang,7.6,Ready
VH00673,B1673XZ,CDD,5.0,2019,Malang,7.4,Ready
VH00674,B1674YZ,CDD,5.0,2020,Cikarang,7.2,Ready
VH00675,B1675ZZ,CDD,5.0,2021,Semarang,8.0,Ready
VH00676,B1676AA,CDD,5.0,2022,Malang,7.8,Ready
VH00677,B1677BA,CDD,5.0,2023,Cikarang,7.6,Ready
VH00678,B1678CA,CDD,5.0,2024,Semarang,7.4,In Use
VH00679,B1679DA,CDD,5.0,2018,Malang,7.2,In Use
VH00680,B1680EA,CDD,5.0,2019,Cikarang,8.0,In Use
VH00681,B1681FA,CDD,5.0,2020,Semarang,7.8,In Use
VH00682,B1682GA,CDD,5.0,2021,Malang,7.6,In Use
VH00683,B1683HA,CDD,5.0,2022,Cikarang,7.4,In Use
VH00684,B1684IA,CDD,5.0,2023,Semarang,7.2,In Use
VH00685,B1685JA,CDD,5.0,2024,Malang,8.0,In Use
VH00686,B1686KA,CDD,5.0,2018,Cikarang,7.8,In Use
VH00687,B1687LA,CDD,5.0,2019,Semarang,7.6,In Use
VH00688,B1688MA,CDD,5.0,2020,Malang,7.4,In Use
VH00689,B1689NA,CDD,5.0,2021,Cikarang,7.2,In Use
VH00690,B1690OA,CDD,5.0,2022,Semarang,8.0,In Use
VH00691,B1691PA,CDD,5.0,2023,Malang,7.8,In Use
VH00692,B1692QA,CDD,5.0,2024,Cikarang,7.6,Maintenance
VH00693,B1693RA,CDD,5.0,2018,Semarang,7.4,Maintenance
VH00694,B1694SA,CDD,5.0,2019,Malang,7.2,Maintenance
VH00695,B1695TA,CDD,5.0,2020,Cikarang,8.0,Maintenance
VH00696,B1696UA,CDD,5.0,2021,Semarang,7.8,Maintenance
VH00697,B1697VA,CDD,5.0,2022,Malang,7.6,Maintenance
VH00698,B1698WA,CDD,5.0,2023,Cikarang,7.4,Inactive
VH00699,B1699XA,CDD,5.0,2024,Semarang,7.2,Inactive
VH00700,B1700YA,CDD,5.0,2018,Malang,8.0,Ready
VH00701,B1701ZA,CDD,5.0,2019,Cikarang,7.8,Ready
VH00702,B1702AB,CDD,5.0,2020,Semarang,7.6,Ready
VH00703,B1703BB,CDD,5.0,2021,Malang,7.4,Ready
VH00704,B1704CB,CDD,5.0,2022,Cikarang,7.2,Ready
VH00705,B1705DB,CDD,5.0,2023,Semarang,8.0,Ready
VH00706,B1706EB,CDD,5.0,2024,Malang,7.8,Ready
VH00707,B1707FB,CDD,5.0,2018,Cikarang,7.6,Ready
VH00708,B1708GB,CDD,5.0,2019,Semarang,7.4,Ready
VH00709,B1709HB,CDD,5.0,2020,Malang,7.2,Ready
VH00710,B1710IB,CDD,5.0,2021,Cikarang,8.0,Ready
VH00711,B1711JB,CDD,5.0,2022,Semarang,7.8,Ready
VH00712,B1712KB,CDD,5.0,2023,Malang,7.6,Ready
VH00713,B1713LB,CDD,5.0,2024,Cikarang,7.4,Ready
VH00714,B1714MB,CDD,5.0,2018,Semarang,7.2,Ready
VH00715,B1715NB,CDD,5.0,2019,Malang,8.0,Ready
VH00716,B1716OB,CDD,5.0,2020,Cikarang,7.8,Ready
VH00717,B1717PB,CDD,5.0,2021,Semarang,7.6,Ready
VH00718,B1718QB,CDD,5.0,2022,Malang,7.4,Ready
VH00719,B1719RB,CDD,5.0,2023,Cikarang,7.2,Ready
VH00720,B1720SB,CDD,5.0,2024,Semarang,8.0,Ready
VH00721,B1721TB,CDD,5.0,2018,Malang,7.8,Ready
VH00722,B1722UB,CDD,5.0,2019,Cikarang,7.6,Ready
VH00723,B1723VB,CDD,5.0,2020,Semarang,7.4,Ready
VH00724,B1724WB,CDD,5.0,2021,Malang,7.2,Ready
VH00725,B1725XB,CDD,5.0,2022,Cikarang,8.0,Ready
VH00726,B1726YB,CDD,5.0,2023,Semarang,7.8,Ready
VH00727,B1727ZB,CDD,5.0,2024,Malang,7.6,Ready
VH00728,B1728AC,CDD,5.0,2018,Cikarang,7.4,Ready
VH00729,B1729BC,CDD,5.0,2019,Semarang,7.2,Ready
VH00730,B1730CC,CDD,5.0,2020,Malang,8.0,Ready
VH00731,B1731DC,CDD,5.0,2021,Cikarang,7.8,Ready
VH00732,B1732EC,CDD,5.0,2022,Semarang,7.6,Ready
VH00733,B1733FC,CDD,5.0,2023,Malang,7.4,Ready
VH00734,B1734GC,CDD,5.0,2024,Cikarang,7.2,Ready
VH00735,B1735HC,CDD,5.0,2018,Semarang,8.0,Ready
VH00736,B1736IC,CDD,5.0,2019,Malang,7.8,Ready
VH00737,B1737JC,CDD,5.0,2020,Cikarang,7.6,Ready
VH00738,B1738KC,CDD,5.0,2021,Semarang,7.4,Ready
VH00739,B1739LC,CDD,5.0,2022,Malang,7.2,Ready
VH00740,B1740MC,CDD,5.0,2023,Cikarang,8.0,Ready
VH00741,B1741NC,CDD,5.0,2024,Semarang,7.8,Ready
VH00742,B1742OC,CDD,5.0,2018,Malang,7.6,Ready
VH00743,B1743PC,CDD,5.0,2019,Cikarang,7.4,Ready
VH00744,B1744QC,CDD,5.0,2020,Semarang,7.2,Ready
VH00745,B1745RC,CDD,5.0,2021,Malang,8.0,Ready
VH00746,B1746SC,CDD,5.0,2022,Cikarang,7.8,Ready
VH00747,B1747TC,CDD,5.0,2023,Semarang,7.6,Ready
VH00748,B1748UC,CDD,5.0,2024,Malang,7.4,Ready
VH00749,B1749VC,CDD,5.0,2018,Cikarang,7.2,Ready
VH00750,B1750WC,CDD,5.0,2019,Semarang,8.0,Ready
VH00751,B1751XC,CDD,5.0,2020,Malang,7.8,Ready
VH00752,B1752YC,CDD,5.0,2021,Cikarang,7.6,Ready
VH00753,B1753ZC,CDD,5.0,2022,Semarang,7.4,Ready
VH00754,B1754AD,CDD,5.0,2023,Malang,7.2,Ready
VH00755,B1755BD,CDD,5.0,2024,Cikarang,8.0,Ready
VH00756,B1756CD,CDD,5.0,2018,Semarang,7.8,Ready
VH00757,B1757DD,CDD,5.0,2019,Malang,7.6,Ready
VH00758,B1758ED,CDD,5.0,2020,Cikarang,7.4,Ready
VH00759,B1759FD,CDD,5.0,2021,Semarang,7.2,Ready
VH00760,B1760GD,CDD,5.0,2022,Malang,8.0,Ready
VH00761,B1761HD,CDD,5.0,2023,Cikarang,7.8,Ready
VH00762,B1762ID,CDD,5.0,2024,Semarang,7.6,Ready
VH00763,B1763JD,CDD,5.0,2018,Malang,7.4,Ready
VH00764,B1764KD,CDD,5.0,2019,Cikarang,7.2,Ready
VH00765,B1765LD,CDD,5.0,2020,Semarang,8.0,Ready
VH00766,B1766MD,CDD,5.0,2021,Malang,7.8,Ready
VH00767,B1767ND,CDD,5.0,2022,Cikarang,7.6,Ready
VH00768,B1768OD,CDD,5.0,2023,Semarang,7.4,Ready
VH00769,B1769PD,CDD,5.0,2024,Malang,7.2,Ready
VH00770,B1770QD,CDD,5.0,2018,Cikarang,8.0,Ready
VH00771,B1771RD,CDD,5.0,2019,Semarang,7.8,Ready
VH00772,B1772SD,CDD,5.0,2020,Malang,7.6,Ready
VH00773,B1773TD,CDD,5.0,2021,Cikarang,7.4,Ready
VH00774,B1774UD,CDD,5.0,2022,Semarang,7.2,Ready
VH00775,B1775VD,CDD,5.0,2023,Malang,8.0,Ready
VH00776,B1776WD,CDD,5.0,2024,Cikarang,7.8,Ready
VH00777,B1777XD,CDD,5.0,2018,Semarang,7.6,Ready
VH00778,B1778YD,CDD,5.0,2019,Malang,7.4,In Use
VH00779,B1779ZD,CDD,5.0,2020,Cikarang,7.2,In Use
VH00780,B1780AE,CDD,5.0,2021,Semarang,8.0,In Use
VH00781,B1781BE,CDD,5.0,2022,Malang,7.8,In Use
VH00782,B1782CE,CDD,5.0,2023,Cikarang,7.6,In Use
VH00783,B1783DE,CDD,5.0,2024,Semarang,7.4,In Use
VH00784,B1784EE,CDD,5.0,2018,Malang,7.2,In Use
VH00785,B1785FE,CDD,5.0,2019,Cikarang,8.0,In Use
VH00786,B1786GE,CDD,5.0,2020,Semarang,7.8,In Use
VH00787,B1787HE,CDD,5.0,2021,Malang,7.6,In Use
VH00788,B1788IE,CDD,5.0,2022,Cikarang,7.4,In Use
VH00789,B1789JE,CDD,5.0,2023,Semarang,7.2,In Use
VH00790,B1790KE,CDD,5.0,2024,Malang,8.0,In Use
